study_tag	study_accession	reported_trait	cohorts	imputation_panel	variant_count	ftp_path
UKBB_CSA_IDL_TG_pct	GCST90450397	Triglycerides to total lipids ratio in IDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450397/GCST90450397.tsv.gz
UKBB_CSA_IDL_TG	GCST90450398	Triglycerides in IDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450398/GCST90450398.tsv.gz
UKBB_CSA_Ile	GCST90450399	Isoleucine	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450399/GCST90450399.tsv.gz
UKBB_CSA_Lactate	GCST90450400	Lactate	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450400/GCST90450400.tsv.gz
UKBB_CSA_LA_pct	GCST90450401	Ratio of linoleic acid to total fatty acids	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450401/GCST90450401.tsv.gz
UKBB_CSA_LA	GCST90450402	Linoleic acid	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450402/GCST90450402.tsv.gz
UKBB_CSA_LDL_CE	GCST90450403	Cholesteryl esters in LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450403/GCST90450403.tsv.gz
UKBB_CSA_LDL_C	GCST90450404	LDL cholesterol	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450404/GCST90450404.tsv.gz
UKBB_CSA_LDL_FC	GCST90450405	Free cholesterol in LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450405/GCST90450405.tsv.gz
UKBB_CSA_LDL_L	GCST90450406	Total lipids in LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450406/GCST90450406.tsv.gz
UKBB_CSA_LDL_PL	GCST90450407	Phospholipids in LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450407/GCST90450407.tsv.gz
UKBB_CSA_LDL_P	GCST90450408	Concentration of LDL particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450408/GCST90450408.tsv.gz
UKBB_CSA_LDL_size	GCST90450409	Average diameter for LDL particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450409/GCST90450409.tsv.gz
UKBB_CSA_LDL_TG	GCST90450410	Triglycerides in LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450410/GCST90450410.tsv.gz
UKBB_CSA_Leu	GCST90450411	Leucine	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450411/GCST90450411.tsv.gz
UKBB_CSA_L_HDL_CE_pct	GCST90450412	Cholesteryl esters to total lipids ratio in large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450412/GCST90450412.tsv.gz
UKBB_CSA_L_HDL_CE	GCST90450413	Cholesteryl esters in large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450413/GCST90450413.tsv.gz
UKBB_CSA_L_HDL_C_pct	GCST90450414	Cholesterol to total lipids ratio in large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450414/GCST90450414.tsv.gz
UKBB_CSA_L_HDL_C	GCST90450415	Cholesterol in large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450415/GCST90450415.tsv.gz
UKBB_CSA_L_HDL_FC_pct	GCST90450416	Free cholesterol to total lipids ratio in large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450416/GCST90450416.tsv.gz
UKBB_CSA_L_HDL_FC	GCST90450417	Free cholesterol in large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450417/GCST90450417.tsv.gz
UKBB_CSA_L_HDL_L	GCST90450418	Total lipids in large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450418/GCST90450418.tsv.gz
UKBB_CSA_L_HDL_PL_pct	GCST90450419	Phospholipids to total lipids ratio in large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450419/GCST90450419.tsv.gz
UKBB_CSA_L_HDL_PL	GCST90450420	Phospholipids in large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450420/GCST90450420.tsv.gz
UKBB_CSA_L_HDL_P	GCST90450421	Concentration of large HDL particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450421/GCST90450421.tsv.gz
UKBB_CSA_L_HDL_TG_pct	GCST90450422	Triglycerides to total lipids ratio in large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450422/GCST90450422.tsv.gz
UKBB_CSA_L_HDL_TG	GCST90450423	Triglycerides in large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450423/GCST90450423.tsv.gz
UKBB_CSA_L_LDL_CE_pct	GCST90450424	Cholesteryl esters to total lipids ratio in large LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450424/GCST90450424.tsv.gz
UKBB_CSA_L_LDL_CE	GCST90450425	Cholesteryl esters in large LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450425/GCST90450425.tsv.gz
UKBB_CSA_L_LDL_C_pct	GCST90450426	Cholesterol to total lipids ratio in large LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450426/GCST90450426.tsv.gz
UKBB_CSA_L_LDL_C	GCST90450427	Cholesterol in large LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450427/GCST90450427.tsv.gz
UKBB_CSA_L_LDL_FC_pct	GCST90450428	Free cholesterol to total lipids ratio in large LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450428/GCST90450428.tsv.gz
UKBB_CSA_L_LDL_FC	GCST90450429	Free cholesterol in large LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450429/GCST90450429.tsv.gz
UKBB_CSA_L_LDL_L	GCST90450430	Total lipids in large LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450430/GCST90450430.tsv.gz
UKBB_CSA_L_LDL_PL_pct	GCST90450431	Phospholipids to total lipids ratio in large LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450431/GCST90450431.tsv.gz
UKBB_CSA_L_LDL_PL	GCST90450432	Phospholipids in large LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450432/GCST90450432.tsv.gz
UKBB_CSA_L_LDL_P	GCST90450433	Concentration of large LDL particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450433/GCST90450433.tsv.gz
UKBB_CSA_L_LDL_TG_pct	GCST90450434	Triglycerides to total lipids ratio in large LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450434/GCST90450434.tsv.gz
UKBB_CSA_L_LDL_TG	GCST90450435	Triglycerides in large LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450435/GCST90450435.tsv.gz
UKBB_CSA_L_VLDL_CE_pct	GCST90450436	Cholesteryl esters to total lipids ratio in large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450436/GCST90450436.tsv.gz
UKBB_CSA_L_VLDL_CE	GCST90450437	Cholesteryl esters in large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450437/GCST90450437.tsv.gz
UKBB_CSA_L_VLDL_C_pct	GCST90450438	Cholesterol to total lipids ratio in large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450438/GCST90450438.tsv.gz
UKBB_CSA_L_VLDL_C	GCST90450439	Cholesterol in large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450439/GCST90450439.tsv.gz
UKBB_CSA_L_VLDL_FC_pct	GCST90450440	Free cholesterol to total lipids ratio in large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450440/GCST90450440.tsv.gz
UKBB_CSA_L_VLDL_FC	GCST90450441	Free cholesterol in large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450441/GCST90450441.tsv.gz
UKBB_CSA_L_VLDL_L	GCST90450442	Total lipids in large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450442/GCST90450442.tsv.gz
UKBB_CSA_L_VLDL_PL_pct	GCST90450443	Phospholipids to total lipids ratio in large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450443/GCST90450443.tsv.gz
UKBB_CSA_L_VLDL_PL	GCST90450444	Phospholipids in large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450444/GCST90450444.tsv.gz
UKBB_CSA_L_VLDL_P	GCST90450445	Concentration of large VLDL particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450445/GCST90450445.tsv.gz
UKBB_CSA_L_VLDL_TG_pct	GCST90450446	Triglycerides to total lipids ratio in large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450446/GCST90450446.tsv.gz
UKBB_CSA_L_VLDL_TG	GCST90450447	Triglycerides in large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450447/GCST90450447.tsv.gz
UKBB_CSA_M_HDL_CE_pct	GCST90450448	Cholesteryl esters to total lipids ratio in medium HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450448/GCST90450448.tsv.gz
UKBB_CSA_M_HDL_CE	GCST90450449	Cholesteryl esters in medium HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450449/GCST90450449.tsv.gz
UKBB_CSA_M_HDL_C_pct	GCST90450450	Cholesterol to total lipids ratio in medium HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450450/GCST90450450.tsv.gz
UKBB_CSA_M_HDL_C	GCST90450451	Cholesterol in medium HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450451/GCST90450451.tsv.gz
UKBB_CSA_M_HDL_FC_pct	GCST90450452	Free cholesterol to total lipids ratio in medium HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450452/GCST90450452.tsv.gz
UKBB_CSA_M_HDL_FC	GCST90450453	Free cholesterol in medium HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450453/GCST90450453.tsv.gz
UKBB_CSA_M_HDL_L	GCST90450454	Total lipids in medium HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450454/GCST90450454.tsv.gz
UKBB_CSA_M_HDL_PL_pct	GCST90450455	Phospholipids to total lipids ratio in medium HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450455/GCST90450455.tsv.gz
UKBB_CSA_M_HDL_PL	GCST90450456	Phospholipids in medium HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450456/GCST90450456.tsv.gz
UKBB_CSA_M_HDL_P	GCST90450457	Concentration of medium HDL particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450457/GCST90450457.tsv.gz
UKBB_CSA_M_HDL_TG_pct	GCST90450458	Triglycerides to total lipids ratio in medium HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450458/GCST90450458.tsv.gz
UKBB_CSA_M_HDL_TG	GCST90450459	Triglycerides in medium HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450459/GCST90450459.tsv.gz
UKBB_CSA_M_LDL_CE_pct	GCST90450460	Cholesteryl esters to total lipids ratio in medium LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450460/GCST90450460.tsv.gz
UKBB_CSA_M_LDL_CE	GCST90450461	Cholesteryl esters in medium LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450461/GCST90450461.tsv.gz
UKBB_CSA_M_LDL_C_pct	GCST90450462	Cholesterol to total lipids ratio in medium LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450462/GCST90450462.tsv.gz
UKBB_CSA_M_LDL_C	GCST90450463	Cholesterol in medium LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450463/GCST90450463.tsv.gz
UKBB_CSA_M_LDL_FC_pct	GCST90450464	Free cholesterol to total lipids ratio in medium LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450464/GCST90450464.tsv.gz
UKBB_CSA_M_LDL_FC	GCST90450465	Free cholesterol in medium LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450465/GCST90450465.tsv.gz
UKBB_CSA_M_LDL_L	GCST90450466	Total lipids in medium LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450466/GCST90450466.tsv.gz
UKBB_CSA_M_LDL_PL_pct	GCST90450467	Phospholipids to total lipids ratio in medium LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450467/GCST90450467.tsv.gz
UKBB_CSA_M_LDL_PL	GCST90450468	Phospholipids in medium LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450468/GCST90450468.tsv.gz
UKBB_CSA_M_LDL_P	GCST90450469	Concentration of medium LDL particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450469/GCST90450469.tsv.gz
UKBB_CSA_M_LDL_TG_pct	GCST90450470	Triglycerides to total lipids ratio in medium LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450470/GCST90450470.tsv.gz
UKBB_CSA_M_LDL_TG	GCST90450471	Triglycerides in medium LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450471/GCST90450471.tsv.gz
UKBB_CSA_MUFA_pct	GCST90450472	Ratio of monounsaturated fatty acids to total fatty acids	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450472/GCST90450472.tsv.gz
UKBB_CSA_MUFA	GCST90450473	Monounsaturated fatty acids	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450473/GCST90450473.tsv.gz
UKBB_CSA_M_VLDL_CE_pct	GCST90450474	Cholesteryl esters to total lipids ratio in medium VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450474/GCST90450474.tsv.gz
UKBB_CSA_M_VLDL_CE	GCST90450475	Cholesteryl esters in medium VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450475/GCST90450475.tsv.gz
UKBB_CSA_M_VLDL_C_pct	GCST90450476	Cholesterol to total lipids ratio in medium VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450476/GCST90450476.tsv.gz
UKBB_CSA_M_VLDL_C	GCST90450477	Cholesterol in medium VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450477/GCST90450477.tsv.gz
UKBB_CSA_M_VLDL_FC_pct	GCST90450478	Free cholesterol to total lipids ratio in medium VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450478/GCST90450478.tsv.gz
UKBB_CSA_M_VLDL_FC	GCST90450479	Free cholesterol in medium VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450479/GCST90450479.tsv.gz
UKBB_CSA_M_VLDL_L	GCST90450480	Total lipids in medium VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450480/GCST90450480.tsv.gz
UKBB_CSA_M_VLDL_PL_pct	GCST90450481	Phospholipids to total lipids ratio in medium VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450481/GCST90450481.tsv.gz
UKBB_CSA_M_VLDL_PL	GCST90450482	Phospholipids in medium VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450482/GCST90450482.tsv.gz
UKBB_CSA_M_VLDL_P	GCST90450483	Concentration of medium VLDL particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450483/GCST90450483.tsv.gz
UKBB_CSA_M_VLDL_TG_pct	GCST90450484	Triglycerides to total lipids ratio in medium VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450484/GCST90450484.tsv.gz
UKBB_CSA_M_VLDL_TG	GCST90450485	Triglycerides in medium VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450485/GCST90450485.tsv.gz
UKBB_CSA_non_HDL_C	GCST90450486	Total cholesterol minus HDL-C	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450486/GCST90450486.tsv.gz
UKBB_CSA_Omega_3_pct	GCST90450487	Ratio of omega-3 fatty acids to total fatty acids	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450487/GCST90450487.tsv.gz
UKBB_CSA_Omega_3	GCST90450488	Omega-3 fatty acids	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450488/GCST90450488.tsv.gz
UKBB_CSA_Omega_6_by_Omega_3	GCST90450489	Ratio of omega-6 fatty acids to omega-3 fatty acids	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450489/GCST90450489.tsv.gz
UKBB_CSA_Omega_6_pct	GCST90450490	Ratio of omega-6 fatty acids to total fatty acids	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450490/GCST90450490.tsv.gz
UKBB_CSA_Omega_6	GCST90450491	Omega-6 fatty acids	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450491/GCST90450491.tsv.gz
UKBB_CSA_Phe	GCST90450492	Phenylalanine	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450492/GCST90450492.tsv.gz
UKBB_CSA_Phosphatidylc	GCST90450493	Phosphatidylcholines	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450493/GCST90450493.tsv.gz
UKBB_CSA_Phosphoglyc	GCST90450494	Phosphoglycerides	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450494/GCST90450494.tsv.gz
UKBB_CSA_PUFA_by_MUFA	GCST90450495	Ratio of polyunsaturated fatty acids to monounsaturated fatty acids	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450495/GCST90450495.tsv.gz
UKBB_CSA_PUFA_pct	GCST90450496	Ratio of polyunsaturated fatty acids to total fatty acids	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450496/GCST90450496.tsv.gz
UKBB_CSA_PUFA	GCST90450497	Polyunsaturated fatty acids	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450497/GCST90450497.tsv.gz
UKBB_CSA_Pyruvate	GCST90450498	Pyruvate	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450498/GCST90450498.tsv.gz
UKBB_CSA_Remnant_C	GCST90450499	Remnant cholesterol (non-HDL, non-LDL -cholesterol)	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450499/GCST90450499.tsv.gz
UKBB_CSA_SFA_pct	GCST90450500	Ratio of saturated fatty acids to total fatty acids	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450500/GCST90450500.tsv.gz
UKBB_CSA_SFA	GCST90450501	Saturated fatty acids	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450501/GCST90450501.tsv.gz
